Category,Subcategory,Food_Number,Food_Item,Country,Year,GI_SEM,GL,Subjects,Avail_Carb_g,Test_Portion_g,Ref_Food_Time,Timepoints,Sample_Collection,Analysis_Method,Ref,GI_Value,GI_SEM_Value
DAIRY PRODUCTS AND ALTERNATIVES,"Yoghurt, low-fat, reduced fat, or non-fat",1007.0,"Diet Raspberry yoghurt, Dairy Dream (Aldi, Australia)",Australia,2010,21±2,4.0,"Normal, 10",50.0,515.0,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,21.0,2.0
DAIRY PRODUCTS AND ALTERNATIVES,"Yoghurt, low-fat, reduced fat, or non-fat",1008.0,"Diet yoghurt, Vaalia™, exotic fruits (Pauls Ltd., Australia), sweetened with acesulfame K and Splenda",Australia,2000,23±2,5.0,"Normal, 10",25.0,312.5,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,23.0,2.0
DAIRY PRODUCTS AND ALTERNATIVES,"Yoghurt, low-fat, reduced fat, or non-fat",1009.0,"Diet yoghurt, Vaalia™, mango (Pauls Ltd., Australia), sweetened with acesulfame K and Splenda",Australia,2000,23±2,5.0,"Normal, 10",25.0,367.6,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,23.0,2.0
DAIRY PRODUCTS AND ALTERNATIVES,"Yoghurt, low-fat, reduced fat, or non-fat",1010.0,"Diet yoghurt, Vaalia™, mixed berry (Pauls Ltd., Australia), sweetened with acesulfame K and Splenda",Australia,2000,25±3,5.0,"Normal, 10",25.0,409.8,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,25.0,3.0
DAIRY PRODUCTS AND ALTERNATIVES,"Yoghurt, low-fat, reduced fat, or non-fat",1011.0,"Diet yoghurt, Vaalia™, strawberry (Pauls Ltd., Australia), sweetened with acesulfame K and Splenda",Australia,2000,23±2,5.0,"Normal, 10",25.0,423.7,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,23.0,2.0
DAIRY PRODUCTS AND ALTERNATIVES,"Yoghurt, low-fat, reduced fat, or non-fat",1012.0,"Diet yoghurt, Vaalia™, vanilla (Pauls Ltd, Australia) sweetened with acesulfame K and Splenda",Australia,2000,23±2,5.0,"Normal, 10",25.0,416.7,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,23.0,2.0
DAIRY PRODUCTS AND ALTERNATIVES,"Yoghurt, low-fat, reduced fat, or non-fat",1013.0,"Low-fat, sugar sweetened, strawberry classic, Yoplait™ Lite (National Foods Ltd, Australia)",Australia,2002,33±5,7.0,"Normal, 10",50.0,324.7,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,UO5,33.0,5.0
DAIRY PRODUCTS AND ALTERNATIVES,"Yoghurt, low-fat, reduced fat, or non-fat",1014.0,"Low-fat (0.9%), fruit, wild strawberry, Ski d'lite™ (Dairy Farmers Ltd, Australia)",Australia,2002,31±4,6.0,"Normal, 9",50.0,342.5,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,UO5,31.0,4.0
DAIRY PRODUCTS AND ALTERNATIVES,"Yoghurt, low-fat, reduced fat, or non-fat",1015.0,"Low-fat, Nestlé Diet, Blueberry (Nestlé, Australia)",Australia,2006,32±4,6.0,"Normal, 10",25.0,446.4,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,UO10,32.0,4.0
DAIRY PRODUCTS AND ALTERNATIVES,"Yoghurt, low-fat, reduced fat, or non-fat",1016.0,"Low-fat, Nestlé Diet, Mixed Berry (Nestlé, Australia)",Australia,2006,28±4,6.0,"Normal, 12",25.0,463.0,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,UO10,28.0,4.0
DAIRY PRODUCTS AND ALTERNATIVES,"Yoghurt, low-fat, reduced fat, or non-fat",1017.0,"Low-fat, Nestlé Diet, Peaches & Cream (Nestlé, Australia)",Australia,2006,28±3,6.0,"Normal, 10",25.0,463.0,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,UO10,28.0,3.0
DAIRY PRODUCTS AND ALTERNATIVES,"Yoghurt, low-fat, reduced fat, or non-fat",1018.0,"Low-fat, apricot",UK,2005,42±6,8.0,"Normal, 10",25.0,354.6,"Glucose, 2h",Standard,"Capillary, whole blood",Glucometer9,26,42.0,6.0
DAIRY PRODUCTS AND ALTERNATIVES,"Yoghurt, low-fat, reduced fat, or non-fat",1019.0,"Low-fat, black cherry",UK,2005,41±5,8.0,"Normal, 10",25.0,349.7,"Glucose, 2h",Standard,"Capillary, whole blood",Glucometer9,26,41.0,5.0
DAIRY PRODUCTS AND ALTERNATIVES,"Yoghurt, low-fat, reduced fat, or non-fat",1020.0,"Low-fat, hazelnut",UK,2005,53±9,11.0,"Normal, 10",25.0,357.1,"Glucose, 2h",Standard,"Capillary, whole blood",Glucometer9,26,53.0,9.0
DAIRY PRODUCTS AND ALTERNATIVES,"Yoghurt, low-fat, reduced fat, or non-fat",1021.0,"Low-fat, peach melba (Value, UK)",UK,2005,56±11,11.0,"Normal, 10",25.0,357.1,"Glucose, 2h",Standard,"Capillary, whole blood",Glucometer9,26,56.0,11.0
DAIRY PRODUCTS AND ALTERNATIVES,"Yoghurt, low-fat, reduced fat, or non-fat",1022.0,"Low-fat, raspberry",UK,2005,34±6,7.0,"Normal, 10",25.0,335.6,"Glucose, 2h",Standard,"Capillary, whole blood",Glucometer9,26,34.0,6.0
DAIRY PRODUCTS AND ALTERNATIVES,"Yoghurt, low-fat, reduced fat, or non-fat",1023.0,"Low-fat, strawberry",UK,2005,61±11,12.0,"Normal, 10",25.0,347.2,"Glucose, 2h",Standard,"Capillary, whole blood",Glucometer9,26,61.0,11.0
DAIRY PRODUCTS AND ALTERNATIVES,"Yoghurt, low-fat, reduced fat, or non-fat",1024.0,"Low-fat, sugar sweetened, Heavenly Honey flavor, Vaalia (Pauls Ltd)",Australia,2003,32±4,6.0,"Normal, 10",50.0,280.9,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,UO5,32.0,4.0
DAIRY PRODUCTS AND ALTERNATIVES,"Yoghurt, low-fat, reduced fat, or non-fat",1025.0,"Low-fat, sugar sweetened, Lemon Crème flavor, Vaalia (Pauls Ltd)",Australia,2003,43±6,9.0,"Normal, 10",50.0,307.6,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,UO5,43.0,6.0
DAIRY PRODUCTS AND ALTERNATIVES,"Yoghurt, low-fat, reduced fat, or non-fat",1026.0,"Low-fat, sugar sweetened, Luscious Berries flavor, Vaalia (Pauls Ltd)",Australia,2003,29±2,6.0,"Normal, 10",50.0,337.8,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,UO5,29.0,2.0
DAIRY PRODUCTS AND ALTERNATIVES,"Yoghurt, low-fat, reduced fat, or non-fat",1027.0,"Low-fat, sugar sweetened, Passionfruit flavor, Vaalia (Pauls Ltd)",Australia,2003,32±3,6.0,"Normal, 10",50.0,301.2,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,UO5,32.0,3.0
DAIRY PRODUCTS AND ALTERNATIVES,"Yoghurt, low-fat, reduced fat, or non-fat",1028.0,"Low-fat, sugar sweetened, Strawberry flavor, Vaalia (Pauls Ltd)",Australia,2003,28±3,6.0,"Normal, 9",50.0,340.1,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,UO5,28.0,3.0
DAIRY PRODUCTS AND ALTERNATIVES,"Yoghurt, low-fat, reduced fat, or non-fat",1029.0,"No Added Sugar Passionfruit yoghurt, Tamar Valley (Aldi, Australia)",Australia,2010,21±2,4.0,"Normal, 10",50.0,495.0,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,21.0,2.0
DAIRY PRODUCTS AND ALTERNATIVES,"Yoghurt, low-fat, reduced fat, or non-fat",1030.0,"No Added Sugar Raspberry yoghurt, Tamar Valley (Aldi, Australia)",Australia,2010,21±2,4.0,"Normal, 10",50.0,515.0,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,21.0,2.0
DAIRY PRODUCTS AND ALTERNATIVES,"Yoghurt, low-fat, reduced fat, or non-fat",,"Low fat yoghurts different flavors, mean of 25 foods",,,32,,,,,,,,,,32.0,
DAIRY PRODUCTS AND ALTERNATIVES,"Yoghurt, low-fat, reduced fat, or non-fat",1031.0,"Reduced-fat, Vaalia™, apricot & mango (Pauls Ltd., Australia)",Australia,1999,26±4,5.0,"Normal, 10",25.0,354.6,"Bread, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,26.0,4.0
DAIRY PRODUCTS AND ALTERNATIVES,"Yoghurt, low-fat, reduced fat, or non-fat",1032.0,"Reduced-fat, Vaalia™, French vanilla (Pauls Ltd., Australia)",Australia,1999,26±4,5.0,"Normal, 10",25.0,292.4,"Bread, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,26.0,4.0
DAIRY PRODUCTS AND ALTERNATIVES,"Yoghurt, low-fat, reduced fat, or non-fat",1033.0,"Reduced-fat, Extra-Lite™, strawberry (Pauls Ltd., Australia)",Australia,1999,28±4,6.0,"Normal, 10",25.0,310.6,"Bread, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,28.0,4.0
DAIRY PRODUCTS AND ALTERNATIVES,"Yoghurt, low-fat, reduced fat, or non-fat",1034.0,"Reduced-fat, strawberry",Czech,2005,43±5,9.0,"Normal, 20",50.0,312.5,"Glucose, 2h","0,15,30,45,6","Capillary, whole blood",Glucometer9,84,43.0,5.0
DAIRY PRODUCTS AND ALTERNATIVES,"Yoghurt, low-fat, reduced fat, or non-fat",1035.0,"Reduced-fat, Yoplait™ Lite, berry fruit flavors (National Foods Ltd, Australia)",Australia,2006,25±3,5.0,"Normal, 10",50.0,290.7,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,UO5,25.0,3.0
DAIRY PRODUCTS AND ALTERNATIVES,"Yoghurt, low-fat, reduced fat, or non-fat",1036.0,"Reduced-fat, Yoplait™ Lite, tropical fruit flavors (National Foods Ltd, Australia)",Australia,2006,37±3,7.0,"Normal, 10",50.0,312.5,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,UO5,37.0,3.0
DAIRY PRODUCTS AND ALTERNATIVES,"Yoghurt, low-fat, reduced fat, or non-fat",1037.0,"Reduced-fat, Yoplait™ Lite, various flavors (National Foods Ltd, Australia)",Australia,2006,27±2,5.0,"Normal, 10",50.0,271.7,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,UO5,27.0,2.0
DAIRY PRODUCTS AND ALTERNATIVES,"Yoghurt, low-fat, reduced fat, or non-fat",1038.0,"Reduced-fat, Yoplait™ Lite, Fruit Salad flavor (National Foods Ltd, Australia)",Australia,2006,32±5,6.0,"Normal, 10",50.0,324.7,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,UO5,32.0,5.0
DAIRY PRODUCTS AND ALTERNATIVES,"Yoghurt, low-fat, reduced fat, or non-fat",,"Reduced-fat yoghurts different flavors, mean of nine foods",,,30,,,,,,,,,,30.0,
DAIRY PRODUCTS AND ALTERNATIVES,"Yoghurt, low-fat, reduced fat, or non-fat",1039.0,"Non-fat, Honey flavor, sugar sweetened, Ski™ (Dairy Farmers Ltd, Australia),",Australia,2002,40±2,8.0,"Normal, 10",50.0,287.4,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,40.0,2.0
DAIRY PRODUCTS AND ALTERNATIVES,"Yoghurt, low-fat, reduced fat, or non-fat",1040.0,"Non-fat, Vanilla flavor, sugar sweetened, Ski™, (Dairy Farmers Ltd, Australia),",Australia,2002,40±4,8.0,"Normal, 10",50.0,316.5,"Glucose, 2h",Standard,"Capillary, Whole blood",HemoCue,UO5,40.0,4.0
DAIRY PRODUCTS AND ALTERNATIVES,"Yoghurt, low-fat, reduced fat, or non-fat",1041.0,"No Fat berry fruit flavors, artificially sweetened yoghurts, Yoplait™ (National Foods Ltd, Australia)",Australia,2006,16±3,3.0,"Normal, 10",25.0,384.6,"Glucose, 2h",Standard,"Capillary, Whole blood",HemoCue,UO5,16.0,3.0
DAIRY PRODUCTS AND ALTERNATIVES,"Yoghurt, low-fat, reduced fat, or non-fat",1042.0,"No Fat Strawberry Classic flavor, artificially sweetened yoghurts, Yoplait™(National Foods Ltd, Australia)",Australia,2006,19±3,4.0,"Normal, 10",25.0,357.1,"Glucose, 2h",Standard,"Capillary, Whole blood",HemoCue,UO5,19.0,3.0
DAIRY PRODUCTS AND ALTERNATIVES,"Yoghurt, low-fat, reduced fat, or non-fat",1043.0,"No Fat tropical fruit flavors, artificially sweetened yoghurts, Yoplait™(National Foods Ltd, Australia)",Australia,2006,20±4,4.0,"Normal, 10",25.0,390.6,"Glucose, 2h",Standard,"Capillary, Whole blood",HemoCue,UO5,20.0,4.0
DAIRY PRODUCTS AND ALTERNATIVES,"Yoghurt, low-fat, reduced fat, or non-fat",1044.0,"No Fat yoghurt, various flavors, artificially sweetened yoghurts, Yoplait™(National Foods Ltd, Australia)",Australia,2006,18±3,4.0,"Normal, 10",25.0,367.6,"Glucose, 2h",Standard,"Capillary, Whole blood",HemoCue,UO5,18.0,3.0
DAIRY PRODUCTS AND ALTERNATIVES,"Yoghurt, low-fat, reduced fat, or non-fat",1045.0,"Fat-free, Passionfruit yoghurt (Jalna Dairy Foods, Australia)",Australia,2004,27±4,5.0,"Normal, 10",50.0,359.7,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,UO5,27.0,4.0
DAIRY PRODUCTS AND ALTERNATIVES,"Yoghurt, low-fat, reduced fat, or non-fat",,"Non-fat yoghurts, mean of seven foods",,,26,,,,,,,,,,26.0,
DAIRY PRODUCTS AND ALTERNATIVES,"Yoghurt, natural",1046.0,"No Added Sugar Natural yoghurt (Tamar Valley Dairy, Australia)",Australia,2010,17±2,2.0,"Normal, 10",50.0,495.0,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,17.0,2.0
DAIRY PRODUCTS AND ALTERNATIVES,"Yoghurt, natural",1047.0,"Yoghurt, low fat, natural",UK,2005,35±10,4.0,"Normal, 9",25.0,431.0,"Glucose, 2h",Standard,"Capillary, whole blood",Glucometer9,26,35.0,10.0
DAIRY PRODUCTS AND ALTERNATIVES,"Yoghurt, probiotic",1048.0,"Yoghurt, probiotic, prune",UK,2005,44±10,9.0,"Normal, 10",25.0,349.7,"Glucose, 2h",Standard,"Capillary, whole blood",Glucometer9,26,44.0,10.0
DAIRY PRODUCTS AND ALTERNATIVES,"Yoghurt, probiotic",1049.0,"Yoghurt, probiotic, raspberry",UK,2005,45±10,9.0,"Normal, 10",25.0,349.7,"Glucose, 2h",Standard,"Capillary, whole blood",Glucometer9,26,45.0,10.0
DAIRY PRODUCTS AND ALTERNATIVES,"Yoghurt, probiotic",,"All Yoghurts, mean of 72 studies",,,33,,,,,,,,,,33.0,
DAIRY PRODUCTS AND ALTERNATIVES,Yoghurt drinks,1050.0,"Probiotic drink, cranberry",UK,2005,56±9,11.0,"Normal, 10",25.0,409.8,"Glucose, 2h",Standard,"Capillary, whole blood",Glucometer9,26,56.0,9.0
DAIRY PRODUCTS AND ALTERNATIVES,Yoghurt drinks,1051.0,"Probiotic drink, orange",UK,2005,30±8,6.0,"Normal, 10",25.0,373.1,"Glucose, 2h",Standard,"Capillary, whole blood",Glucometer9,26,30.0,8.0
DAIRY PRODUCTS AND ALTERNATIVES,Yoghurt drinks,1052.0,"Probiotic drink, original",UK,2005,34±5,7.0,"Normal, 10",25.0,409.8,"Glucose, 2h",Standard,"Capillary, whole blood",Glucometer9,26,34.0,5.0
DAIRY PRODUCTS AND ALTERNATIVES,Yoghurt drinks,1053.0,"Cultured Multivitamin Milk Fruit Drink, Vitalise (Jalna Dairy Foods, Australia)",Australia,2004,24±5,5.0,"Normal, 10",50.0,381.7,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,UO5,24.0,5.0
DAIRY PRODUCTS AND ALTERNATIVES,Yoghurt drinks,1054.0,"Yoghurt drink, Wildberry Yoghurt on the Go (Jalna Dairy Foods, Australia)",Australia,2004,19±4,4.0,"Normal, 10",50.0,381.7,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,UO5,19.0,4.0
DAIRY PRODUCTS AND ALTERNATIVES,Yoghurt drinks,1055.0,"Yoghurt drink, reduced-fat, Vaalia™, tropical passionfruit (Pauls Ltd., Australia)",Australia,1999,38±4,8.0,"Normal, 10",25.0,173.6,"Bread, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,38.0,4.0
DAIRY PRODUCTS AND ALTERNATIVES,Dairy products with added ingredients,1056.0,Control dairy beverage,Canada,2013*,70±7,7.0,"Normal, 11",50.0,250.0,"Glucose, 2h",Standard,"Venous, plasma/serum",YSI,85,70.0,7.0
DAIRY PRODUCTS AND ALTERNATIVES,Dairy products with added ingredients,1057.0,Dairy beverage with soy-soluble polysaccharides (2.5 g fiber),Canada,2013*,65±11,7.0,"Normal, 11",50.0,250.0,"Glucose, 2h",Standard,"Venous, plasma/serum",YSI,85,65.0,11.0
DAIRY PRODUCTS AND ALTERNATIVES,Dairy products with added ingredients,1058.0,Dairy beverage with flaxseed gum (2.5 g fiber),Canada,2013*,54±9,5.0,"Normal, 11",50.0,250.0,"Glucose, 2h",Standard,"Venous, plasma/serum",YSI,85,54.0,9.0
DAIRY PRODUCTS AND ALTERNATIVES,Dairy products with added ingredients,1059.0,Control dairy pudding (0.25 g fiber),Canada,2013*,63±6,6.0,"Normal, 11",50.0,250.0,"Glucose, 2h",Standard,"Venous, plasma/serum",YSI,85,63.0,6.0
DAIRY PRODUCTS AND ALTERNATIVES,Dairy products with added ingredients,1060.0,Dairy pudding with soy-soluble polysaccharides (2.5 g fiber),Canada,2013*,61±6,6.0,"Normal, 11",50.0,250.0,"Glucose, 2h",Standard,"Venous, plasma/serum",YSI,85,61.0,6.0
DAIRY PRODUCTS AND ALTERNATIVES,Dairy products with added ingredients,1061.0,Dairy pudding with flaxseed gum (2.5 g fiber),Canada,2013*,57±8,6.0,"Normal, 11",50.0,250.0,"Glucose, 2h",Standard,"Venous, plasma/serum",YSI,85,57.0,8.0
DAIRY PRODUCTS AND ALTERNATIVES,Soy milks,1062.0,"Soy milk beverage, Original flavored, President's Choice® Blue Menu™ (Loblaw Brands Limited, Canada)",Canada,2004-,15±4,2.0,"Normal, 10",50.0,,"Bread, 2h",Standard,"Capillary, whole blood",YSI,UO7,15.0,4.0
DAIRY PRODUCTS AND ALTERNATIVES,Soy milks,1063.0,"Soy milk, full-fat, with sucrose (Sanitarium, Australia)",Australia,1997,31±5,3.0,"Normal,",50.0,,"Bread, 2h",Standard,"Capillary, plasma",Enzymatic,25,31.0,5.0
DAIRY PRODUCTS AND ALTERNATIVES,Soy milks,1064.0,"Soy milk, full-fat (3%), Original, 0 mg calcium, with maltodextrin (So Natural Foods, Australia)",Australia,2000,44±5,4.0,"Normal, 10",25.0,337.8,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,44.0,5.0
DAIRY PRODUCTS AND ALTERNATIVES,Soy milks,1065.0,"Soy milk, full-fat (3%), Calciforte, 120 mg calcium, with maltodextrin (So Natural Foods, Australia)",Australia,2000,36±4,4.0,"Normal, 10",25.0,360.0,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,36.0,4.0
DAIRY PRODUCTS AND ALTERNATIVES,Soy milks,1066.0,"Soy milk, full-fat (3%), 120 mg calcium, Calciforte (So Natural Foods, Australia)",Australia,2006,41±4,4.0,"Normal, 15",25.0,333.3,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,UO10,41.0,4.0
DAIRY PRODUCTS AND ALTERNATIVES,Soy milks,1067.0,"Soy milk, Vitasoy® Organic (National Foods Ltd, Australia)",Australia,2008,43±3,4.0,"Normal, 10",25.0,412.5,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,43.0,3.0
DAIRY PRODUCTS AND ALTERNATIVES,Soy milks,1068.0,"Soy milk, Vitasoy® So Milky Regular (National Foods Ltd, Australia)",Australia,2008,21±5,2.0,"Normal, 10",25.0,800.8,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,21.0,5.0
DAIRY PRODUCTS AND ALTERNATIVES,Soy milks,,"Soy milk full-fat, mean of five studies",,,37,,,,,,,,,,37.0,
DAIRY PRODUCTS AND ALTERNATIVES,Soy milks,1069.0,"Soy milk, low-fat (0.7%), Vitasoy® Light Original (National Foods Ltd, Australia)",Australia,2005,45±5,5.0,"Normal, 10",25.0,641.0,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,UO5,45.0,5.0
DAIRY PRODUCTS AND ALTERNATIVES,Soy milks,1070.0,"Soy milk, reduced-fat (1.5%), Vitasoy® So Milky Lite (National Foods Ltd, Australia)",Australia,2008,17±3,2.0,"Normal, 10",25.0,851.7,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,17.0,3.0
DAIRY PRODUCTS AND ALTERNATIVES,Soy milks,1071.0,"Soy milk, reduced-fat (1.5%), 120 mg calcium, Light, containing maltodextrin (So Natural Foods, Australia)",Australia,2000,44±3,4.0,"Normal, 10",25.0,463.0,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,44.0,3.0
DAIRY PRODUCTS AND ALTERNATIVES,Soy milks,1072.0,"Soy milk, reduced-fat (1.8%), 120 mg calcium, Vitasoy® Premium Vitality+ (National Foods Ltd, Australia)",Australia,2005,18±3,2.0,"Normal, 10",25.0,520.8,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,UO5,18.0,3.0
DAIRY PRODUCTS AND ALTERNATIVES,Soy milks,,"Soy milk reduced-fat, mean of 4 studies",,,31,,,,,,,,,,31.0,
DAIRY PRODUCTS AND ALTERNATIVES,"Soy milk drinks, flavored",1073.0,"Soy Beverage, Chocolate flavored, President's Choice® Blue Menu™(Loblaw Brands Limited, Canada)",Canada,2004-,40±5,8.0,"Normal, 10",50.0,,"Bread, 2h",Standard,"Capillary, whole blood",YSI,UO7,40.0,5.0
DAIRY PRODUCTS AND ALTERNATIVES,"Soy milk drinks, flavored",1074.0,"Soy Beverage, Vanilla flavored, President's Choice® Blue Menu™ (Loblaw Brands Limited, Canada)",Canada,2004-,28±3,6.0,"Normal, 10",50.0,,"Bread, 2h",Standard,"Capillary, whole blood",YSI,UO7,28.0,3.0
DAIRY PRODUCTS AND ALTERNATIVES,"Soy milk drinks, flavored",1075.0,"Soy milk, reduced-fat (1.5%), Vitasoy® Lush, Chocolate (National Foods Ltd, Australia)",Australia,2008,31±3,6.0,"Normal, 10",25.0,353.4,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,31.0,3.0
DAIRY PRODUCTS AND ALTERNATIVES,"Soy milk drinks, flavored",1076.0,"Soy milk, reduced-fat (1.5%), Vitasoy® Lush, Vanilla (National Foods Ltd, Australia)",Australia,2008,31±3,6.0,"Normal, 10",25.0,376.8,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,31.0,3.0
DAIRY PRODUCTS AND ALTERNATIVES,Soy yoghurt,1077.0,"Soy yoghurt, peach and mango, 2% fat, sugar (So Natural Foods, Australia)",Australia,2000,50±3,10.0,"Normal, 10",25.0,268.8,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,50.0,3.0
FRUIT AND FRUIT PRODUCTS,Apples,1078.0,"Apples, raw",Australia,2020,44±5,7.0,"Normal, 10",50.0,431.0,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,44.0,5.0
FRUIT AND FRUIT PRODUCTS,Apples,1079.0,"Apples, canned in juice",Australia,2007,42±5,6.0,"Normal, 10",50.0,337.8,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,UO5,42.0,5.0
FRUIT AND FRUIT PRODUCTS,Apples,1080.0,"Sliced Apples, canned, solid packed without juice (Langeberg and Ashton Foods Pty Ltd, South Africa)",South Africa,2006,42±2,6.0,"Normal, 10",50.0,602.4,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,42.0,2.0
FRUIT AND FRUIT PRODUCTS,"Apples, dried",1081.0,"Apple, dried",Australia,1998,29±5,4.0,"Normal, 10",50.0,82.3,"Bread, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,29.0,5.0
FRUIT AND FRUIT PRODUCTS,"Apples, dried",1082.0,"Apples, dried (Malus pumila Mill.)",China,2018*,43±4,6.0,"Normal, 11",50.0,76.8,"Glucose, 2h",Standard,"Capillary, whole blood",Glucometer9,86,43.0,4.0
FRUIT AND FRUIT PRODUCTS,Apricots,1083.0,"Apricots, raw, NS",Australia,2007,34±3,5.0,"Normal, 10",50.0,324.7,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,34.0,3.0
FRUIT AND FRUIT PRODUCTS,Apricots,1084.0,"Apricots, raw, NS",Canada,2018*,42±5,6.0,"Normal, 10",50.0,81.4,"Bread, 2h",Standard,"Capillary, whole blood",YSI,87,42.0,5.0
FRUIT AND FRUIT PRODUCTS,Apricots,1085.0,"Apricot Halves canned in fruit juice (Langeberg and Ashton Foods Pty Ltd, South Africa)",South Africa,2006,51±5,8.0,"Normal, 10",50.0,495.0,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,51.0,5.0
FRUIT AND FRUIT PRODUCTS,"Apricots, dried",1086.0,"Apricots, dried, ready to eat, bite size",UK,2005,32±7,5.0,"Normal, 10",50.0,137.0,"Glucose, 2h",Standard,"Capillary, whole blood",Glucometer9,26,32.0,7.0
FRUIT AND FRUIT PRODUCTS,"Apricots, dried",1087.0,"Apricots, dried (Armeniaca vulgaris Lam.)",China,2018*,56±4,8.0,"Normal, 11",50.0,90.4,"Glucose, 2h",Standard,"Capillary, whole blood",Glucometer9,86,56.0,4.0
FRUIT AND FRUIT PRODUCTS,"Banana, raw",1088.0,"Banana, raw",Australia,2008,47±5,7.0,"Normal, 10",50.0,250.0,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,47.0,5.0
FRUIT AND FRUIT PRODUCTS,"Banana, raw",1089.0,"Banana, lady finger (Moraitis, Australia)",Australia,2014,49±5,7.0,"Normal, 12",50.0,259.2,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,49.0,5.0
FRUIT AND FRUIT PRODUCTS,"Banana, raw",1090.0,"Banana, lady finger (Moraitis, Australia)",Australia,2014,53±4,8.0,"Normal, 12",50.0,268.3,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,53.0,4.0
FRUIT AND FRUIT PRODUCTS,"Banana, raw",1091.0,"Banana, raw, overripe",Australia,2008,57±8,9.0,"Normal, 9",50.0,250.0,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,57.0,8.0
FRUIT AND FRUIT PRODUCTS,Blueberries,1092.0,"Blueberries, wild (Wild Blueberries Association, Canada) Breadfruit (Artocarpus altilis)",Canada,2004-,53±7,8.0,"Normal, 10",50.0,568.2,"Bread, 2h",Standard,"Capillary, whole blood",YSI,UO5,53.0,7.0
FRUIT AND FRUIT PRODUCTS,Blueberries,1093.0,"Breadfruit, peeled, boiled 10 min",Jamaica,2005,47±5,7.0,"Normal, 10",50.0,276.6,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,88,47.0,5.0
FRUIT AND FRUIT PRODUCTS,Blueberries,1094.0,"Breadfruit, roasted on preheated charcoal",Jamaica,2005,72±8,11.0,"Normal, 10",50.0,221.3,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,88,72.0,8.0
